"COU","Country","SOURCE","Source","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,24071,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,13280,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,13849,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,13709,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,16354,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,20137,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,19369,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,18173,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,16773,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,17286,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,1852,"E","Estimated value"
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,4523,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,2945,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,2773,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,4251,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,4775,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,4793,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,4573,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,2836,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,2928,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,12242.8418,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,3707,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,4921,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,3321,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,3900,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,4596,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,4334,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2016","2016","M3","Cubic metres","6","Millions",,,4512,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2017","2017","M3","Cubic metres","6","Millions",,,4026,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2005","2005","M3","Cubic metres","6","Millions",,,6582,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,3267,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2011","2011","M3","Cubic metres","6","Millions",,,4491,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2012","2012","M3","Cubic metres","6","Millions",,,2909,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2013","2013","M3","Cubic metres","6","Millions",,,3515,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2014","2014","M3","Cubic metres","6","Millions",,,3995,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2015","2015","M3","Cubic metres","6","Millions",,,3475,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2016","2016","M3","Cubic metres","6","Millions",,,3765,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2017","2017","M3","Cubic metres","6","Millions",,,3287,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2005","2005","M3","Cubic metres","6","Millions",,,246,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,322,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,346,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,266,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2013","2013","M3","Cubic metres","6","Millions",,,275,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2014","2014","M3","Cubic metres","6","Millions",,,280,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2015","2015","M3","Cubic metres","6","Millions",,,273,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2016","2016","M3","Cubic metres","6","Millions",,,272,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2017","2017","M3","Cubic metres","6","Millions",,,261,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1995","1995","M3CAP","Cubic metres per capita","0","Units",,,1337.792,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2005","2005","M3CAP","Cubic metres per capita","0","Units",,,658.1249,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2010","2010","M3CAP","Cubic metres per capita","0","Units",,,625.105,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2011","2011","M3CAP","Cubic metres per capita","0","Units",,,608.2615,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2012","2012","M3CAP","Cubic metres per capita","0","Units",,,714.0254,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2013","2013","M3CAP","Cubic metres per capita","0","Units",,,865.9246,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2014","2014","M3CAP","Cubic metres per capita","0","Units",,,820.8447,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2015","2015","M3CAP","Cubic metres per capita","0","Units",,,759.3439,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2016","2016","M3CAP","Cubic metres per capita","0","Units",,,691.3077,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2017","2017","M3CAP","Cubic metres per capita","0","Units",,,703.1226,,
"AUS","Australia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,19109,"E","Estimated value"
"AUS","Australia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,9059.7002,"E","Estimated value"
"AUS","Australia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,4962,"E","Estimated value"
"AUS","Australia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,3183.14185,"E","Estimated value"
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1980","1980","M3","Cubic metres","6","Millions",,,3341.93994,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,3806.69141,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,3449.42627,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1980","1980","M3","Cubic metres","6","Millions",,,558.20001,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,612.90002,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,637.70001,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,685,"E","Estimated value"
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,660,"E","Estimated value"
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1980","1980","M3","Cubic metres","6","Millions",,,90,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1990","1990","M3","Cubic metres","6","Millions",,,100,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,100,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,100,"E","Estimated value"
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,77.1,"E","Estimated value"
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1980","1980","M3","Cubic metres","6","Millions",,,50,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,50,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1995","1995","M3","Cubic metres","6","Millions",,,64.8,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,18,"E","Estimated value"
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1980","1980","M3","Cubic metres","6","Millions",,,1560.30005,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1990","1990","M3","Cubic metres","6","Millions",,,1455.90002,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1995","1995","M3","Cubic metres","6","Millions",,,1284.69995,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,1259.19995,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1980","1980","M3CAP","Cubic metres per capita","0","Units",,,439.1654,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1990","1990","M3CAP","Cubic metres per capita","0","Units",,,492.8426,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1995","1995","M3CAP","Cubic metres per capita","0","Units",,,431.7114,,
"AUT","Austria","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1980","1980","M3","Cubic metres","6","Millions",,,2207.26001,,
"AUT","Austria","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,2560.80005,,
"AUT","Austria","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,2285.41992,,
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","1980","1980","M3","Cubic metres","6","Millions",,,4.1,,
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,4.4,,
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,3.8,,
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","1980","1980","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","1990","1990","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","IRRIG","Irrigation","1980","1980","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","IRRIG","Irrigation","1995","1995","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","1980","1980","M3","Cubic metres","6","Millions",,,1069.7,,
"AUT","Austria","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","1990","1990","M3","Cubic metres","6","Millions",,,990.7,,
"AUT","Austria","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","1995","1995","M3","Cubic metres","6","Millions",,,909.1,,
"AUT","Austria","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,921.6,,
"AUT","Austria","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1980","1980","M3","Cubic metres","6","Millions",,,1134.68005,,
"AUT","Austria","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,1245.89124,,
"AUT","Austria","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,1164.00647,,
"AUT","Austria","GROUND","Fresh ground water","PUBLIC","Public water supply","1980","1980","M3","Cubic metres","6","Millions",,,554.1,,
"AUT","Austria","GROUND","Fresh ground water","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,608.5,,
"AUT","Austria","GROUND","Fresh ground water","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,633.9,,
"AUT","Austria","GROUND","Fresh ground water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,685,,
"AUT","Austria","GROUND","Fresh ground water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,660,,
"AUT","Austria","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","1980","1980","M3","Cubic metres","6","Millions",,,90,,
"AUT","Austria","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","1990","1990","M3","Cubic metres","6","Millions",,,100,,
"AUT","Austria","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,100,,
"AUT","Austria","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,100,,
"AUT","Austria","GROUND","Fresh ground water","IRRIG","Irrigation","1980","1980","M3","Cubic metres","6","Millions",,,50,,
"AUT","Austria","GROUND","Fresh ground water","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,50,,
"AUT","Austria","GROUND","Fresh ground water","IRRIG","Irrigation","1995","1995","M3","Cubic metres","6","Millions",,,64.8,,
"AUT","Austria","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","1980","1980","M3","Cubic metres","6","Millions",,,490.6,,
"AUT","Austria","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","1990","1990","M3","Cubic metres","6","Millions",,,465.2,,
"AUT","Austria","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","1995","1995","M3","Cubic metres","6","Millions",,,375.6,,
"AUT","Austria","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,337.6,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1970","1970","M3","Cubic metres","6","Millions",,,9481,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,8247.7998,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,7536.2002,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,6388.7002,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,5953.12012,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,5082.3501,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,5300.54004,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,4829.0498,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,4556.5,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,3994.12012,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,685,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,726.59998,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2000","2000","M3","Cubic metres","6","Millions",,,745,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,736.79999,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,720.87,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,711.17999,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,724.84003,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,733.62,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,720.71997,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,739.47998,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,12.5,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,35.6,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,35.4,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,37.48,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,36.98,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,36.12,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,38.87,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,40.26,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,45.41,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,0,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1995","1995","M3","Cubic metres","6","Millions",,,0,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2000","2000","M3","Cubic metres","6","Millions",,,35.53,"E","Estimated value"
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2005","2005","M3","Cubic metres","6","Millions",,,35.37,"E","Estimated value"
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1995","1995","M3","Cubic metres","6","Millions",,,1575.19995,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,1383.90002,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2005","2005","M3","Cubic metres","6","Millions",,,1290.40002,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,1231.85999,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,1123.45996,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,1121.84998,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2013","2013","M3","Cubic metres","6","Millions",,,1025.43005,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2014","2014","M3","Cubic metres","6","Millions",,,1036.22998,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2015","2015","M3","Cubic metres","6","Millions",,,952.71997,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1970","1970","M3CAP","Cubic metres per capita","0","Units",,,984.3047,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1995","1995","M3CAP","Cubic metres per capita","0","Units",,,809.695,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2000","2000","M3CAP","Cubic metres per capita","0","Units",,,732.9484,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2005","2005","M3CAP","Cubic metres per capita","0","Units",,,605.7428,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2010","2010","M3CAP","Cubic metres per capita","0","Units",,,544.2236,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2011","2011","M3CAP","Cubic metres per capita","0","Units",,,461.4507,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2012","2012","M3CAP","Cubic metres per capita","0","Units",,,478.1569,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2013","2013","M3CAP","Cubic metres per capita","0","Units",,,432.943,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2014","2014","M3CAP","Cubic metres per capita","0","Units",,,406.0606,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2015","2015","M3CAP","Cubic metres per capita","0","Units",,,353.8396,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1970","1970","M3","Cubic metres","6","Millions",,,8710,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,7532,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,6860.1,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,5752.6,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,5340.72,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,4479.95,,
